id_unique,plateforme,source,type_contenu,texte_original,texte_nettoye,longueur_nettoyee,date_publication,date_collecte,strategie_collecte,mot_cle_recherche,langue,confiance_langue,sentiment_pred,label_pred,confiance_pred,topic_id,theme,topic_probability
a55e7e2a20d4081a3c92fab2831952cc,facebook,groupe,post,"Senelec- L'OfficielBonjour Monsieur Ndiaye, veuillez nous communiquer en privé le prénom, nom, l'adresse exacte plus repère et numéro de téléphone pour le dépannage. .","senelec- l'officielbonjour monsieur ndiaye, veuillez nous communiquer en privé le prénom, nom, l'adresse exacte plus repère et numéro de téléphone pour le dépannage..",166,2025-05-27 13:38:14+00:00,2025-12-23 01:29:29,page_officielle,,fr,0.9,negative,0,0.9761976599693298,0,woyofal,0.8354552440081575
84e1eebd258d3b34ccdda6a5a27ef145,facebook,groupe,post,C'est dommage maintenant il est temps que le senelec utilise des tuyaux polystyrène pour changer ces vieux poteaux électrique en bois. .,c'est dommage maintenant il est temps que le senelec utilise des tuyaux polystyrène pour changer ces vieux poteaux électrique en bois..,135,2025-11-04 14:56:25+00:00,2025-12-23 01:29:30,page_officielle,,fr,0.9,negative,0,0.9766604900360109,3,service_client,0.7456215738524368
9f949a9b2156e5ee2c41fc42ba32f921,facebook,groupe,post,"Pourquoi le senelec ne se tourne pas vers les énergies renouvelables ?Construire des parcs solaires photovoltaïques et parcs éolien avec des poste HTA, PDL et poste de livraison pour que toute ma population sénégalaise puisse avoir accès à l'électricité ? .","pourquoi le senelec ne se tourne pas vers les énergies renouvelables?construire des parcs solaires photovoltaïques et parcs éolien avec des poste hta, pdl et poste de livraison pour que toute ma population sénégalaise puisse avoir accès à l'électricité?.",254,2024-04-14 19:51:13+00:00,2025-12-23 01:29:31,page_officielle,,fr,0.9,negative,0,0.9631104469299316,3,service_client,0.5197859956190155
1c54ba8e2f1a6212694d8ac3b73c4741,facebook,groupe,post,"Senelec- L'OfficielBonjour Madame Sarr, merci de bien vouloir vous rapprocher du service de distribution situé au Cap des Biches pour l'achat des poteaux. #Alice# .","senelec- l'officielbonjour madame sarr, merci de bien vouloir vous rapprocher du service de distribution situé au cap des biches pour l'achat des poteaux. alice .",162,2024-11-09 04:52:48+00:00,2025-12-23 01:29:35,page_officielle,,fr,0.9,negative,0,0.9722699522972108,1,service_client,0.4296199555427228
0b1a0f3dee9061d7a8f81d9130e31934,facebook,groupe,post,le poteau t'appartient donc la senelec n'y effectuera pas des branchements ? .,le poteau t'appartient donc la senelec n'y effectuera pas des branchements?.,76,2025-03-01 14:42:02+00:00,2025-12-23 01:29:39,page_officielle,,fr,0.9,negative,0,0.9668332934379578,1,service_client,0.6366401111368698
3e2e99b998f948b9a4b72390dbcdb1b9,facebook,groupe,post,"Senelec- L'Officiel Bonjour Monsieur, nous avons des travaux à Ngaye Meckhé et nos techniciens sont entrain de faire le nécessaire. Tout en s'excusant de la gêne occasionnée. #Alice# .","senelec- l'officiel bonjour monsieur, nous avons des travaux à ngaye meckhé et nos techniciens sont entrain de faire le nécessaire. tout en s'excusant de la gêne occasionnée. alice .",182,2024-11-24 00:03:26+00:00,2025-12-23 01:29:43,page_officielle,,fr,0.9,negative,0,0.9791004061698914,0,woyofal,0.43844642364863795
44b0f3d098f1682b88798259d0e0482b,facebook,groupe,post,Je ne comprends pas le découpage de certaines communes. .,je ne comprends pas le découpage de certaines communes..,56,2025-12-18 05:56:48+00:00,2025-12-23 01:29:46,page_officielle,,fr,0.9,negative,0,0.8497575521469116,0,woyofal,0.6370136980971766
3798276c0f150607187aa6b48f695aea,facebook,groupe,post,"Senelec- L'Officiel Bonsoir, pour une demande d’électrification, il vous faudra fournir une liste d’émargement de toutes les concessions souhaitan… .","senelec- l'officiel bonsoir, pour une demande d électrification, il vous faudra fournir une liste d émargement de toutes les concessions souhaitan .",148,2025-11-10 03:39:21+00:00,2025-12-23 01:29:47,page_officielle,,fr,0.9,negative,0,0.9755277633666992,1,service_client,0.7437786528266003
babcccdc061146314af343610e857c6e,facebook,groupe,post,Bonjour Quels sont les montants de ces abonnements:… .,bonjour quels sont les montants de ces abonnements: .,53,2024-08-20 07:54:00+00:00,2025-12-23 01:29:47,page_officielle,,fr,0.9,negative,0,0.7106776833534241,1,service_client,0.5624999418987902
538aa9bb208de1dba23767fbb2880720,facebook,groupe,post,"Senelec- L'Officiel Un compteur domestique est destiné à un usage résidentiel, tandis qu’un compteur professionnel est destiné aux commerces ou à … .","senelec- l'officiel un compteur domestique est destiné à un usage résidentiel, tandis qu un compteur professionnel est destiné aux commerces ou à .",147,2024-01-01 23:32:51+00:00,2025-12-23 01:29:47,page_officielle,,fr,0.9,negative,0,0.8799277544021606,3,service_client,0.7447124098776227
46a1e53c7ce65eba4a7e8990f24f97f2,facebook,page,post,Senelec- L'Officiel SENELEC au service des clients @super fans16 sem.,senelec- l'officiel senelec au service des clients fans16 sem.,62,2025-05-22 08:33:40+00:00,2025-12-23 01:36:30,page_officielle,,fr,0.9,neutral,1,0.5022233724594116,3,service_client,0.6372070846313679
dd7fe73d4f85b838eca86f295a8dcc71,facebook,page,post,Xawma kouy géré page Senelec officiel bi malgré tou tu fait excellent boulot tu es tjours la dal beaucoup de a toi,xawma kouy géré page senelec officiel bi malgré tou tu fait excellent boulot tu es tjours la dal beaucoup de a toi,114,2025-01-26 18:26:43+00:00,2025-12-23 01:36:34,page_officielle,,fr,0.9,positive,2,0.9109219312667848,2,coupure,0.4306395966608775
b70b952ba21aff2c7510dbae13d07992,facebook,page,post,"Senelec- L'Officiel Salam Karim Benza Gueye, yénay souniou partenaires té nioungui rafetlou bou bakh say kaddu . #Alice#","senelec- l'officiel salam karim benza gueye, yénay souniou partenaires té nioungui rafetlou bou bakh say kaddu. alice",117,2025-04-15 01:30:05+00:00,2025-12-23 01:36:37,page_officielle,,fr,0.9,negative,0,0.8368015289306641,2,coupure,0.4780796799281023
1deeafc9bc29e2d21c056e38a90ff4a6,facebook,page,post,"Bonjour, est-il possible d'ouvrir le panel pour interagir avec les exposants ? Je vous conseille de prendre quelques consommat…","bonjour, est-il possible d'ouvrir le panel pour interagir avec les exposants? je vous conseille de prendre quelques consommat",125,2025-06-08 00:20:06+00:00,2025-12-23 01:36:40,page_officielle,,fr,0.9,negative,0,0.962001085281372,2,coupure,0.6791010111896953
400d86011ead5563c3438b59c76dd114,facebook,page,post,Thiendella Kebe vous pouvez nous laisser votre question en commentaire.,thiendella kebe vous pouvez nous laisser votre question en commentaire.,71,2024-09-21 12:35:41+00:00,2025-12-23 01:36:40,page_officielle,,fr,0.9,negative,0,0.9694284796714784,5,woyofal,0.4391914349937867
0ea2a4d8154d6842df4357fa63279e85,facebook,page,post,Comment peut on avoir 16kw pour 2000f alors que c’était ?,comment peut on avoir 16kw pour 2000f alors que c était?,56,2024-07-28 06:02:33+00:00,2025-12-23 01:36:41,page_officielle,,fr,0.9,negative,0,0.9339610934257508,5,woyofal,0.7269316976758652
1907c38431ec58abf0dcd7e2ac7a70c1,facebook,page,post,Senelec- L'Officiel Aly Barro Bonjour merci de nous donner le numéro du compteur.,senelec- l'officiel aly barro bonjour merci de nous donner le numéro du compteur.,81,2024-06-09 22:47:18+00:00,2025-12-23 01:36:41,page_officielle,,fr,0.9,negative,0,0.9721227884292604,0,woyofal,0.7272656465654854
a7ce195961a8493a291fbd557d314482,facebook,groupe,post,Lane moy appareil faible consommation waxlene thie woyofal bi asskane wagui beugeu de ndakh woyafal bi ekh11 sem.,lane moy appareil faible consommation waxlene thie woyofal bi asskane wagui beugeu de ndakh woyafal bi ekh11 sem.,113,2024-06-06 09:37:11+00:00,2025-12-23 01:42:41,page_officielle,,mixte,0.7,negative,0,0.8125183582305908,2,coupure,0.7087837175110301
92a2d54cd942bcea6d75ae4af9bea6c4,facebook,groupe,post,Courant gratuit lagnou beugue comme les pays du golf11 sem.,courant gratuit lagnou beugue comme les pays du golf11 sem.,59,2025-01-03 14:01:43+00:00,2025-12-23 01:42:45,page_officielle,,fr,0.9,negative,0,0.9302852153778076,2,coupure,0.706161710206494
0f6ede7a29c32d427bf99090132583e6,facebook,groupe,post,Senelec- L'OfficielBonjour Que pouvons nous faire pour vous? .,senelec- l'officielbonjour que pouvons nous faire pour vous?.,61,2024-12-13 05:10:04+00:00,2025-12-23 01:42:46,page_officielle,,fr,0.9,negative,0,0.9660475254058838,5,woyofal,0.5624742588231304
110c9555e3b94d47588919d010a12b7e,facebook,groupe,post,"Senelec- L'OfficielBonsoir Monsieur Ngagne NDIAYE, merci de nous communiquer le numéro du compteur en inbox pour une assistance. .","senelec- l'officielbonsoir monsieur ngagne ndiaye, merci de nous communiquer le numéro du compteur en inbox pour une assistance..",129,2025-02-12 07:55:59+00:00,2025-12-23 01:42:46,page_officielle,,fr,0.9,negative,0,0.97451651096344,0,woyofal,0.8013801235284078
adedc1a46a17981853dc039f7ffbb257,facebook,groupe,post,"Senelec- L'Officiel Salam, Senelec s'excuse pour les désagréments occasionnés. Une panne affecte actuellement la zone de Mékhé, mais nos équipes sont mobilisées et font le nécessaire pour rétablir le secteur dans les plus brefs délais. #Alice .","senelec- l'officiel salam, senelec s'excuse pour les désagréments occasionnés. une panne affecte actuellement la zone de mékhé, mais nos équipes sont mobilisées et font le nécessaire pour rétablir le secteur dans les plus brefs délais. alice.",242,2025-09-07 21:20:37+00:00,2025-12-23 01:42:47,page_officielle,,fr,0.9,negative,0,0.9720954298973083,1,service_client,0.6337090299498481
17e296e3d6e76e3ca260af033efa5254,facebook,groupe,post,BI C'est revenu à ndoulo .,bi c'est revenu à ndoulo.,25,2025-10-22 20:15:02+00:00,2025-12-23 01:42:47,page_officielle,,mixte,0.7,negative,0,0.9708268642425536,2,coupure,0.6307283442027358
395c9d5fc872c6db22db5ea3a8c54d44,facebook,groupe,post,"Senelec- L'Officiel Bonjour Monsieur Ndiaye, veuillez nous communiquer en privé le prénom, nom, l'adresse exacte plus repère et numéro de téléphon… .","senelec- l'officiel bonjour monsieur ndiaye, veuillez nous communiquer en privé le prénom, nom, l'adresse exacte plus repère et numéro de téléphon .",148,2025-12-24 05:46:52+00:00,2025-12-23 01:42:47,page_officielle,,fr,0.9,negative,0,0.9753289222717284,0,woyofal,0.8275279612874834
8928bca89e4266da4069fad6e2846193,facebook,groupe,post,C'est dommage maintenant il est temps que le senelec utilise des tuyaux polystyrène pour changer ces vieux poteaux électrique en bois. .,c'est dommage maintenant il est temps que le senelec utilise des tuyaux polystyrène pour changer ces vieux poteaux électrique en bois..,135,2025-08-24 11:38:42+00:00,2025-12-23 01:42:47,page_officielle,,fr,0.9,negative,0,0.9766604900360109,3,service_client,0.7456215738524368
6f5a83320dad40c6c7c0cafd1be99236,facebook,groupe,post,Pourquoi le senelec ne se tourne pas vers les énergies renouvelables ?Construire des parcs solaires photovoltaïques et parcs … .,pourquoi le senelec ne se tourne pas vers les énergies renouvelables?construire des parcs solaires photovoltaïques et parcs .,125,2025-09-30 11:59:45+00:00,2025-12-23 01:42:47,page_officielle,,fr,0.9,negative,0,0.9161651730537416,0,woyofal,0.6770048119855834
9d1bde24dae90c156f963937006c448a,facebook,groupe,post,Je ne comprends pas le découpage de certaines communes. .,je ne comprends pas le découpage de certaines communes..,56,2024-11-11 08:55:41+00:00,2025-12-23 01:42:47,page_officielle,,fr,0.9,negative,0,0.8497575521469116,0,woyofal,0.6370136980971766
2c38371ce3e4be2f9d4275cf6c0dcf8a,facebook,groupe,post,"Senelec- L'OfficielBonsoir, pour une demande d’électrification, il vous faudra fournir une liste d’émargement de toutes les concessions souhaitan… .","senelec- l'officielbonsoir, pour une demande d électrification, il vous faudra fournir une liste d émargement de toutes les concessions souhaitan .",147,2024-04-09 20:55:49+00:00,2025-12-23 01:42:47,page_officielle,,fr,0.9,negative,0,0.9741374254226683,1,service_client,0.7276078034377937
90ae305b6a22398f6bb1981304b89ae1,facebook,groupe,post,Bonjour Quels sont les montants de ces abonnements:…,bonjour quels sont les montants de ces abonnements:,51,2024-01-21 08:15:17+00:00,2025-12-23 01:42:47,page_officielle,,fr,0.9,positive,2,0.7532261610031128,1,service_client,0.5624999418987902
36475f7427a64178c8eae1909146ec6d,facebook,groupe,post,"Senelec- L'OfficielUn compteur domestique est destiné à un usage résidentiel, tandis qu’un compteur professionnel est destiné aux commerces ou à …","senelec- l'officielun compteur domestique est destiné à un usage résidentiel, tandis qu un compteur professionnel est destiné aux commerces ou à",144,2024-01-30 06:44:07+00:00,2025-12-23 01:42:47,page_officielle,,fr,0.9,negative,0,0.7172003388404846,3,service_client,0.7290981685564422
dc06f98c40288b7ecfbfce2496b755b9,facebook,groupe,post,"Senelec- L'OfficielBonjour Madame la participante anonyme , merci de nous donner le nom et le prénom, l'adresse exacte suivie d'un repère école,… .","senelec- l'officielbonjour madame la participante anonyme, merci de nous donner le nom et le prénom, l'adresse exacte suivie d'un repère école, .",145,2025-07-08 14:45:22+00:00,2025-12-23 01:42:47,page_officielle,,fr,0.9,negative,0,0.9751604199409484,0,woyofal,0.8364977711339867
75b91a5949e75923db73bb8aaa5aab43,facebook,groupe,post,"Senelec- L'OfficielVotre déclaration a été enregistrée sous le numéro ou ticket , merci de patienter pour l'assistance .#Alice# .","senelec- l'officielvotre déclaration a été enregistrée sous le numéro ou ticket, merci de patienter pour l'assistance.alice .",125,2025-09-08 15:24:35+00:00,2025-12-23 01:42:47,page_officielle,,fr,0.9,negative,0,0.966816544532776,0,woyofal,0.481997491321534
30e5a667a404ef373479453d72133ab1,facebook,page,post,"Quand la Négligence des Agents de Senelec et l'Appât du Gain des Entrepreneurs Mettent des Vies en Danger Le phénomène inquiétant des électrocutions au Sénégal révèle de graves manquements dans la gestion de la sécurité électrique. Les agents de la Senelec, censés veiller sur la sécurité des installations et des travailleurs, sont trop souvent absents sur le terrain. Ce manque de vigilance laisse les entrepreneurs, motivés principalement par leurs intérêts personnels, libres de négliger les protocoles de sécurité indispensables. Ces entrepreneurs, dans leur quête de profits, omettent fréquemment de fournir ou d'imposer l'utilisation des équipements de protection individuelle (EPI) à leurs ouvriers. Cette irresponsabilité met non seulement en danger la vie des travailleurs, mais aussi celle des citoyens vivant à proximité des infrastructures électriques. Face à ces comportements irresponsables, il devient impératif de renforcer les mesures de contrôle et de responsabilisation. La Senelec doit assumer pleinement son rôle de garant de la sécurité, et des sanctions exemplaires doivent être infligées aux entrepreneurs qui mettent en péril des vies pour des gains financiers. La sécurité des personnes ne peut être sacrifiée au nom du profit.","quand la négligence des agents de senelec et l'appât du gain des entrepreneurs mettent des vies en danger le phénomène inquiétant des électrocutions au sénégal révèle de graves manquements dans la gestion de la sécurité électrique. les agents de la senelec, censés veiller sur la sécurité des installations et des travailleurs, sont trop souvent absents sur le terrain. ce manque de vigilance laisse les entrepreneurs, motivés principalement par leurs intérêts personnels, libres de négliger les protocoles de sécurité indispensables. ces entrepreneurs, dans leur quête de profits, omettent fréquemment de fournir ou d'imposer l'utilisation des équipements de protection individuelle epi à leurs ouvriers. cette irresponsabilité met non seulement en danger la vie des travailleurs, mais aussi celle des citoyens vivant à proximité des infrastructures électriques. face à ces comportements irresponsables, il devient impératif de renforcer les mesures de contrôle et de responsabilisation. la senelec doit assumer pleinement son rôle de garant de la sécurité, et des sanctions exemplaires doivent être infligées aux entrepreneurs qui mettent en péril des vies pour des gains financiers. la sécurité des personnes ne peut être sacrifiée au nom du profit.",1252,2024-11-08 19:01:18+00:00,2025-12-23 01:49:46,page_officielle,,fr,0.9,negative,0,0.9707268476486206,5,woyofal,0.7417145638946117
8b1b1386d9752211ae99f73e50c698fe,facebook,page,post,Bonjour j’essaye de vous joindre mais vous êtes injoignable,bonjour j essaye de vous joindre mais vous êtes injoignable,59,2024-11-16 05:41:20+00:00,2025-12-23 01:49:50,page_officielle,,fr,0.9,negative,0,0.976691961288452,4,facturation,0.5624871952916649
8aec9deb5f2ff0fe4806ff6268254e9b,facebook,page,post,Senelec- L'Officiel Yande Faye Bonsoir le service client est disponible 24H/ 7j/ au . Vous pouvez également nous écrire sur nos différ…,senelec- l'officiel yande faye bonsoir le service client est disponible 24h 7j au. vous pouvez également nous écrire sur nos différ,131,2025-03-11 04:19:04+00:00,2025-12-23 01:49:53,page_officielle,,fr,0.9,negative,0,0.9763762950897216,1,service_client,0.3750191320984824
a710f01bc8f2c02f88a6e31556d89cd5,facebook,page,post,Félicitations à Senelec . Merci pour la réalisation de cette centrale en PPP1 an,félicitations à senelec. merci pour la réalisation de cette centrale en ppp1 an,79,2025-04-25 14:28:18+00:00,2025-12-23 01:49:56,page_officielle,,fr,0.9,neutral,1,0.3769320845603943,6,service_client,0.629432862990458
a83a36c1f071ef399bb01d18dddb08af,facebook,page,post,Senelec- L'OfficielIbra Casset C'est nous qui vous remercions1 an,senelec- l'officielibra casset c'est nous qui vous remercions1 an,65,2024-03-21 08:55:45+00:00,2025-12-23 01:49:56,page_officielle,,fr,0.9,negative,0,0.9635795950889589,6,service_client,0.56249991350928
7d95eea6585bf46992c36fd63264924c,facebook,groupe,post,"Senelec- L'OfficielSalam Khadim, balniou dioth niou seu numéro déclaration. #Alice# .","senelec- l'officielsalam khadim, balniou dioth niou seu numéro déclaration. alice .",83,2025-04-07 04:26:07+00:00,2025-12-23 01:55:50,page_officielle,,fr,0.9,negative,0,0.9630030393600464,0,woyofal,0.586518043676366
389b20363ccbc7349e125b28f3ab62a0,facebook,groupe,post,"Je viens ici partager ma peine et ma déception envers la SENELEC.Ça va faire bientôt mois que je cours derrière une simple pose de compteur.Une semaine pour avoir la visite du COSSUEL , jours déjà après le COSSUEL sans recevoir de compteur.Apprenez à respecter les gens ne serait-ce que par simple humanité. Présentement non seulement je ne peux rejoindre ma maison qui est prête mais aussi je risque le vol et le sabotage.Vraiment c'est pas sérieux !!°°°Je ne demande ni de l'argent ni du diamant. Je demande un droit : de la simple électricité , du simple éclairage !!!!I.Guèye professeur. Homme politique allié de PASTEF. .","je viens ici partager ma peine et ma déception envers la senelec.ça va faire bientôt mois que je cours derrière une simple pose de compteur.une semaine pour avoir la visite du cossuel, jours déjà après le cossuel sans recevoir de compteur.apprenez à respecter les gens ne serait-ce que par simple humanité. présentement non seulement je ne peux rejoindre ma maison qui est prête mais aussi je risque le vol et le sabotage.vraiment c'est pas sérieux! je ne demande ni de l'argent ni du diamant. je demande un droit: de la simple électricité, du simple éclairage!i.guèye professeur. homme politique allié de pastef..",614,2024-06-24 01:28:05+00:00,2025-12-23 01:55:54,page_officielle,,fr,0.9,negative,0,0.9808815717697144,5,woyofal,0.7692874821751492
5e39e44d12ee0d01968d56108959ac6a,facebook,groupe,post,"Senelec- L'OfficielBonsoir, merci de vous rapprocher de l'agence pour acheter un nouveau clavier. Le prix s'élève à . .","senelec- l'officielbonsoir, merci de vous rapprocher de l'agence pour acheter un nouveau clavier. le prix s'élève à..",117,2025-10-27 21:27:32+00:00,2025-12-23 01:55:57,page_officielle,,fr,0.9,negative,0,0.9711042046546936,5,woyofal,0.42802885902713034
c36a2d127249b999656dbbd0f794dbd7,facebook,groupe,post,"Senelec- L'Officiel Merci de nous donner le nom et le prénom, l'adresse exacte suivie d'un repère ainsi que le numéro de téléphone sur lequel vous êtes joignable pour les besoins du dépannage. .","senelec- l'officiel merci de nous donner le nom et le prénom, l'adresse exacte suivie d'un repère ainsi que le numéro de téléphone sur lequel vous êtes joignable pour les besoins du dépannage..",193,2024-10-05 18:35:07+00:00,2025-12-23 01:56:01,page_officielle,,fr,0.9,negative,0,0.9746271371841432,0,woyofal,0.869742615885483
ab072f94225c6cae0a992a25308347f4,facebook,groupe,post,"""Travailler et laisser la politique c c'est mieux senelec dou structure politique way .",travailler et laisser la politique c c'est mieux senelec dou structure politique way.,85,2025-01-19 22:55:35+00:00,2025-12-23 01:56:01,page_officielle,,fr,0.9,negative,0,0.9628970623016356,2,coupure,0.6933193495022701
0c15c87b9d9bc830b412e1edd82b4e27,facebook,groupe,post,"""Dans notre secteur nous avons des blêmes d’électricité c’est à ouakam cité ascna",dans notre secteur nous avons des blêmes d électricité c est à ouakam cité ascna,80,2025-07-21 07:49:39+00:00,2025-12-23 01:56:01,page_officielle,,fr,0.9,negative,0,0.971611738204956,1,service_client,0.6793880834195123
b3ffcd7530b326f321b9fb01f9896a70,facebook,page,post,"Indicateur de statut En ligne En ligne Senelec- L'Officiel h Joyeux Noël à toute la communauté Chrétienne. #noel #senegal #kebetu #Senelec Toutes les réactions : Commenter,""Senelec- L'Officiel, voir la story","indicateur de statut en ligne en ligne senelec- l'officiel h joyeux noël à toute la communauté chrétienne. noel senegal kebetu senelec toutes les réactions: commenter, senelec- l'officiel, voir la story",202,2025-06-13 13:24:53+00:00,2025-12-24 20:40:40,page_officielle,,fr,0.9,negative,0,0.8241483569145203,6,service_client,0.7482338619377275
1f199fce4efc5d1be1941645fa2ad0a8,facebook,groupe,post,"Senelec- L'Officiel Bonjour Madame / Monsieur Participant(e) anonyme, vous avez la possibilité d’ouvrir autant de compteurs que vous le souhaitez,… .","senelec- l'officiel bonjour madame monsieur participant e anonyme, vous avez la possibilité d ouvrir autant de compteurs que vous le souhaitez, .",145,2024-03-05 17:38:21+00:00,2025-12-24 20:46:39,page_officielle,,fr,0.9,negative,0,0.9724218845367432,0,woyofal,0.7871796864546442
7ff32fe687f597178cf82c8c587f5a65,facebook,groupe,post,Touba Rééne courant bi da fébale .,touba rééne courant bi da fébale.,33,2025-09-11 21:17:29+00:00,2025-12-24 20:46:42,page_officielle,,mixte,0.7,negative,0,0.9678147435188292,2,coupure,0.6752624635012363
56f105dfef59ba44c1e2f8897949278c,facebook,groupe,post,Depuis plusieurs jours rien ne marche do'c arrêtée vos sabotages,depuis plusieurs jours rien ne marche do'c arrêtée vos sabotages,64,2024-10-18 06:16:01+00:00,2025-12-24 20:46:42,page_officielle,,fr,0.9,negative,0,0.9580195546150208,2,coupure,0.7567060691964023
a196e1cee92ed1753fd9c2a3dd7d604e,facebook,groupe,post,J’ai besoin de votre aide. Mon frère a fait une recharge de 1000 toute de suite mais jusqu’à présent y’a pas de l’électricité,j ai besoin de votre aide. mon frère a fait une recharge de toute de suite mais jusqu à présent y a pas de l électricité,120,2025-08-22 03:45:46+00:00,2025-12-24 20:46:42,page_officielle,,fr,0.9,negative,0,0.9710035920143129,3,service_client,0.7957877451473306
5ea823884e5c4260bdeb0a50ec8f2dbe,facebook,groupe,post,Votre système na jamais fonctionné plus de 24h d'affiler de toute façon,votre système na jamais fonctionné plus de 24h d'affiler de toute façon,71,2024-08-14 01:18:25+00:00,2025-12-24 20:46:42,page_officielle,,fr,0.9,negative,0,0.5989490747451782,6,service_client,0.7678168340582783
f67f0d16bb46baf2cf724ee73da8a0e7,facebook,groupe,post,Oh c'est triste en fin de compte on en marre du woyofal c'est plutôt disal,oh c'est triste en fin de compte on en marre du woyofal c'est plutôt disal,74,2024-10-10 12:00:02+00:00,2025-12-24 20:46:42,page_officielle,,fr,0.9,negative,0,0.9722822308540344,5,woyofal,0.7223686157295536
